Date,Subs,Name,Total
2018-07-03,-81,Alfie Deyes Vlogs,4084934
2018-07-04,-585,Alfie Deyes Vlogs,4084853
2018-07-05,-306,Alfie Deyes Vlogs,4084268
2018-07-06,-555,Alfie Deyes Vlogs,4083962
2018-07-07,-258,Alfie Deyes Vlogs,4083407
2018-07-08,-299,Alfie Deyes Vlogs,4083149
2018-07-09,-205,Alfie Deyes Vlogs,4082850
2018-07-10,-833,Alfie Deyes Vlogs,4082645
2018-07-11,-472,Alfie Deyes Vlogs,4081812
2018-07-12,-232,Alfie Deyes Vlogs,4081340
2018-07-13,-580,Alfie Deyes Vlogs,4081108
2018-07-14,-599,Alfie Deyes Vlogs,4080528
2018-07-15,-798,Alfie Deyes Vlogs,4079929
2018-07-16,-410,Alfie Deyes Vlogs,4079131
2018-07-17,-780,Alfie Deyes Vlogs,4078721
2018-07-18,-1394,Alfie Deyes Vlogs,4077941
2018-06-30,3949,Tana Mongeau,3592463
2018-07-01,6636,Tana Mongeau,3596412
2018-07-02,7037,Tana Mongeau,3603048
2018-07-03,4590,Tana Mongeau,3610085
2018-07-04,4213,Tana Mongeau,3614675
2018-07-05,3753,Tana Mongeau,3618888
2018-07-06,3384,Tana Mongeau,3622641
2018-07-07,3003,Tana Mongeau,3626025
2018-07-08,3733,Tana Mongeau,3629028
2018-07-09,3888,Tana Mongeau,3632761
2018-07-10,4221,Tana Mongeau,3636649
2018-07-11,2098,Tana Mongeau,3640870
2018-07-12,3701,Tana Mongeau,3642968
2018-07-13,2319,Tana Mongeau,3646669
2018-07-14,2092,Tana Mongeau,3648988
2018-07-15,2895,Tana Mongeau,3651080
2018-07-16,2509,Tana Mongeau,3653975
2018-07-17,2681,Tana Mongeau,3656484
2018-07-18,2978,Tana Mongeau,3659165
2018-07-19,3058,Tana Mongeau,3662143
2018-07-20,2612,Tana Mongeau,3665201
2018-07-21,2460,Tana Mongeau,3667813
2018-07-22,2150,Tana Mongeau,3670273
2018-07-23,2475,Tana Mongeau,3672423
2018-07-24,2818,Tana Mongeau,3674898
2018-07-25,1896,Tana Mongeau,3677716
2018-07-26,1703,Tana Mongeau,3679612
2018-07-27,1760,Tana Mongeau,3681315
2018-07-28,1762,Tana Mongeau,3683075
2018-07-29,3343,Tana Mongeau,3684837
2018-07-30,2567,Tana Mongeau,3688180
2018-07-31,2303,Tana Mongeau,3690747
2018-08-01,2408,Tana Mongeau,3693050
2018-08-02,2287,Tana Mongeau,3695458
2018-08-03,1904,Tana Mongeau,3697745
2018-08-04,1947,Tana Mongeau,3699649
2018-08-05,2660,Tana Mongeau,3701596
2018-08-06,701,Tana Mongeau,3704256
2018-08-07,751,Tana Mongeau,3704957
2018-08-08,1489,Tana Mongeau,3705708
2018-08-09,-48,Tana Mongeau,3707197
2018-08-10,665,Tana Mongeau,3707149
2018-08-11,1346,Tana Mongeau,3707814
2018-08-12,205,Tana Mongeau,3709160
2018-08-13,910,Tana Mongeau,3709365
2018-08-14,1310,Tana Mongeau,3710275
2018-08-15,1829,Tana Mongeau,3711585
2018-08-16,562,Tana Mongeau,3713414
2018-08-17,1866,Tana Mongeau,3713976
2018-08-18,2020,Tana Mongeau,3715842
2018-08-19,3439,Tana Mongeau,3717862
2018-08-20,3102,Tana Mongeau,3721301
2018-08-21,2355,Tana Mongeau,3724403
2018-08-22,1800,Tana Mongeau,3726758
2018-08-23,1674,Tana Mongeau,3728558
2018-08-24,1551,Tana Mongeau,3730232
2018-08-25,1486,Tana Mongeau,3731783
2018-08-26,1845,Tana Mongeau,3733269
2018-08-27,1580,Tana Mongeau,3735114
2018-08-28,1323,Tana Mongeau,3736694
2018-08-29,1480,Tana Mongeau,3738017
2018-08-30,940,Tana Mongeau,3739497
2018-07-16,682,Olivia Jade,1578063
2018-07-17,1384,Olivia Jade,1578745
2018-07-18,1369,Olivia Jade,1580129
2018-07-19,1031,Olivia Jade,1581498
2018-07-20,865,Olivia Jade,1582529
2018-07-21,974,Olivia Jade,1583394
2018-07-22,1150,Olivia Jade,1584368
2018-07-23,1117,Olivia Jade,1585518
2018-07-24,1526,Olivia Jade,1586635
2018-07-25,1177,Olivia Jade,1588161
2018-07-26,972,Olivia Jade,1589338
2018-07-27,952,Olivia Jade,1590310
2018-07-28,944,Olivia Jade,1591262
2018-07-29,1083,Olivia Jade,1592206
2018-07-30,1507,Olivia Jade,1593289
2018-07-31,1308,Olivia Jade,1594796
2018-08-01,1323,Olivia Jade,1596104
2018-08-02,1028,Olivia Jade,1597427
2018-08-03,1328,Olivia Jade,1598455
2018-08-04,1261,Olivia Jade,1599783
2018-08-05,1193,Olivia Jade,1601044
2018-08-06,935,Olivia Jade,1602237
2018-08-07,1149,Olivia Jade,1603172
2018-08-08,1085,Olivia Jade,1604321
2018-08-09,1074,Olivia Jade,1605406
2018-08-10,1181,Olivia Jade,1606480
2018-08-11,1249,Olivia Jade,1607661
2018-08-12,1805,Olivia Jade,1608910
2018-08-13,1487,Olivia Jade,1610715
2018-08-14,1525,Olivia Jade,1612202
2018-08-15,3609,Olivia Jade,1613727
2018-08-16,1347,Olivia Jade,1617336
2018-08-17,1493,Olivia Jade,1618683
2018-08-18,1034,Olivia Jade,1620176
2018-08-19,1067,Olivia Jade,1621210
2018-08-20,1009,Olivia Jade,1622277
2018-08-21,1073,Olivia Jade,1623286
2018-08-22,1170,Olivia Jade,1624359
2018-08-23,2367,Olivia Jade,1625529
2018-08-24,4036,Olivia Jade,1627896
2018-08-25,3325,Olivia Jade,1631932
2018-08-26,6196,Olivia Jade,1635257
2018-08-27,5943,Olivia Jade,1641453
2018-08-28,4103,Olivia Jade,1647396
2018-08-29,3502,Olivia Jade,1651499
2018-08-30,2626,Olivia Jade,1655001
2018-08-31,2585,Olivia Jade,1657627
2018-09-01,3527,Olivia Jade,1660212
2018-09-02,3637,Olivia Jade,1663739
2018-09-03,2685,Olivia Jade,1667376
2018-09-04,3462,Olivia Jade,1670061
2018-09-05,2320,Olivia Jade,1673523
2018-09-06,1648,Olivia Jade,1675843
2018-09-07,1558,Olivia Jade,1677491
2018-09-08,1881,Olivia Jade,1679049
2018-09-09,1321,Olivia Jade,1680930
2018-09-10,1153,Olivia Jade,1682251
2018-09-11,1240,Olivia Jade,1683404
2018-09-12,980,Olivia Jade,1684644
2018-09-13,815,Olivia Jade,1685624
2018-09-14,1098,Olivia Jade,1686439
2018-09-15,1456,Olivia Jade,1687537
2018-09-16,979,Olivia Jade,1688993
2018-07-16,534,banana peppers,8842943
2018-07-17,-644,banana peppers,8843477
2018-07-18,616,banana peppers,8842833
2018-07-19,1201,banana peppers,8843449
2018-07-20,486,banana peppers,8844650
2018-07-21,644,banana peppers,8845136
2018-07-22,-471,banana peppers,8845780
2018-07-23,1610,banana peppers,8845309
2018-07-24,551,banana peppers,8846919
2018-07-25,808,banana peppers,8847470
2018-07-26,962,banana peppers,8848278
2018-07-27,-471,banana peppers,8849240
2018-07-28,-569,banana peppers,8848769
2018-07-29,-187,banana peppers,8848200
2018-07-30,-317,banana peppers,8848013
2018-07-31,528,banana peppers,8847696
2018-08-01,1341,banana peppers,8848224
2018-08-02,1701,banana peppers,8849565
2018-08-03,1963,banana peppers,8851266
2018-08-04,1438,banana peppers,8853229
2018-08-05,1581,banana peppers,8854667
2018-08-06,1465,banana peppers,8856248
2018-08-07,917,banana peppers,8857713
2018-08-08,680,banana peppers,8858630
2018-08-09,3793,banana peppers,8859310
2018-08-10,4318,banana peppers,8863103
2018-08-11,5502,banana peppers,8867421
2018-08-12,4459,banana peppers,8872923
2018-08-13,3172,banana peppers,8877382
2018-08-14,1653,banana peppers,8880554
2018-08-15,1452,banana peppers,8882207
2018-08-16,-2323,banana peppers,8883659
2018-08-17,-388,banana peppers,8881336
2018-08-18,-279,banana peppers,8880948
2018-08-19,492,banana peppers,8880669
2018-08-20,-2245,banana peppers,8881161
2018-08-21,-1127,banana peppers,8878916
2018-08-22,-2345,banana peppers,8877789
2018-08-23,-1104,banana peppers,8875444
2018-08-24,-2003,banana peppers,8874340
2018-08-25,-1972,banana peppers,8872337
2018-08-26,-692,banana peppers,8870365
2018-08-27,-179,banana peppers,8869673
2018-08-28,-336,banana peppers,8869494
2018-08-29,-3026,banana peppers,8869158
2018-08-30,-2158,banana peppers,8866132
2018-08-31,-871,banana peppers,8863974
2018-09-01,-369,banana peppers,8863103
2018-09-02,-430,banana peppers,8862734
2018-09-03,-56,banana peppers,8862304
2018-09-04,-267,banana peppers,8862248
2018-09-05,-1031,banana peppers,8861981
2018-09-06,-771,banana peppers,8860950
2018-09-07,244,banana peppers,8860179
2018-09-08,-8,banana peppers,8860423
2018-09-09,-977,banana peppers,8860415
2018-09-10,-109,banana peppers,8859438
2018-09-11,-1793,banana peppers,8859329
2018-09-12,306,banana peppers,8857536
2018-09-13,586,banana peppers,8857842
2018-09-14,-17,banana peppers,8858428
2018-09-15,-131,banana peppers,8858411
2018-09-16,-179,banana peppers,8858280
2018-07-19,3932,Laura Lee,4942240
2018-07-20,3658,Laura Lee,4946172
2018-07-21,3717,Laura Lee,4949830
2018-07-22,4201,Laura Lee,4953547
2018-07-23,4143,Laura Lee,4957748
2018-07-24,3893,Laura Lee,4961891
2018-07-25,3856,Laura Lee,4965784
2018-07-26,4288,Laura Lee,4969640
2018-07-27,3486,Laura Lee,4973928
2018-07-28,6830,Laura Lee,4977414
2018-07-29,11431,Laura Lee,4984244
2018-07-30,9839,Laura Lee,4995675
2018-07-31,5932,Laura Lee,5005514
2018-08-01,6153,Laura Lee,5011446
2018-08-02,5531,Laura Lee,5017599
2018-08-03,4247,Laura Lee,5023130
2018-08-04,3377,Laura Lee,5027377
2018-08-05,4514,Laura Lee,5030754
2018-08-06,4951,Laura Lee,5035268
2018-08-07,2977,Laura Lee,5040219
2018-08-08,3260,Laura Lee,5043196
2018-08-09,4009,Laura Lee,5046456
2018-08-10,3788,Laura Lee,5050465
2018-08-11,1647,Laura Lee,5054253
2018-08-12,-10802,Laura Lee,5055900
2018-08-13,-19072,Laura Lee,5045098
2018-08-14,-8643,Laura Lee,5026026
2018-08-15,-4551,Laura Lee,5017383
2018-08-16,-9752,Laura Lee,5012832
2018-08-17,-22747,Laura Lee,5003080
2018-08-18,-79064,Laura Lee,4980333
2018-08-19,-166234,Laura Lee,4901269
2018-08-20,-70899,Laura Lee,4735035
2018-08-21,-62034,Laura Lee,4664136
2018-08-22,-43001,Laura Lee,4602102
2018-08-23,-25003,Laura Lee,4559101
2018-08-24,-14367,Laura Lee,4534098
2018-08-25,-12037,Laura Lee,4519731
2018-08-26,-9302,Laura Lee,4507694
2018-08-27,-5505,Laura Lee,4498392
2018-08-28,-6706,Laura Lee,4492887
2018-08-29,-5631,Laura Lee,4486181
2018-08-30,-4451,Laura Lee,4480550
2018-08-31,-3713,Laura Lee,4476099
2018-09-01,-3384,Laura Lee,4472386
2018-09-02,-3701,Laura Lee,4469002
2018-09-03,-2043,Laura Lee,4465301
2018-09-04,-1224,Laura Lee,4463258
2018-09-05,-871,Laura Lee,4462034
2018-09-06,-680,Laura Lee,4461163
2018-09-07,-599,Laura Lee,4460483
2018-09-08,-979,Laura Lee,4459884
2018-09-09,-732,Laura Lee,4458905
2018-09-10,-581,Laura Lee,4458173
2018-09-11,-463,Laura Lee,4457592
2018-09-12,-477,Laura Lee,4457129
2018-09-13,-264,Laura Lee,4456652
2018-09-14,-505,Laura Lee,4456388
2018-09-15,-261,Laura Lee,4455883
2018-09-16,-121,Laura Lee,4455622
2018-09-17,-260,Laura Lee,4455501
2018-09-18,-750,Laura Lee,4455241
2018-09-19,-212,Laura Lee,4454491
2018-07-21,413,Gabriel Zamora,431038
2018-07-22,531,Gabriel Zamora,431451
2018-07-23,386,Gabriel Zamora,431982
2018-07-24,406,Gabriel Zamora,432368
2018-07-25,205,Gabriel Zamora,432774
2018-07-26,319,Gabriel Zamora,432979
2018-07-27,276,Gabriel Zamora,433298
2018-07-28,344,Gabriel Zamora,433574
2018-07-29,441,Gabriel Zamora,433918
2018-07-30,471,Gabriel Zamora,434359
2018-07-31,326,Gabriel Zamora,434830
2018-08-01,312,Gabriel Zamora,435156
2018-08-02,281,Gabriel Zamora,435468
2018-08-03,240,Gabriel Zamora,435749
2018-08-04,267,Gabriel Zamora,435989
2018-08-05,265,Gabriel Zamora,436256
2018-08-06,218,Gabriel Zamora,436521
2018-08-07,288,Gabriel Zamora,436739
2018-08-08,1312,Gabriel Zamora,437027
2018-08-09,1559,Gabriel Zamora,438339
2018-08-10,974,Gabriel Zamora,439898
2018-08-11,-452,Gabriel Zamora,440872
2018-08-12,-2560,Gabriel Zamora,440420
2018-08-13,-2771,Gabriel Zamora,437860
2018-08-14,-1519,Gabriel Zamora,435089
2018-08-15,-880,Gabriel Zamora,433570
2018-08-16,-668,Gabriel Zamora,432690
2018-08-17,-866,Gabriel Zamora,432022
2018-08-18,-1576,Gabriel Zamora,431156
2018-08-19,-2043,Gabriel Zamora,429580
2018-08-20,-57,Gabriel Zamora,427537
2018-08-21,204116,Gabriel Zamora,427480
2018-08-22,82042,Gabriel Zamora,631596
2018-08-23,33751,Gabriel Zamora,713638
2018-08-24,13825,Gabriel Zamora,747389
2018-08-25,8508,Gabriel Zamora,761214
2018-08-26,5643,Gabriel Zamora,769722
2018-08-27,3340,Gabriel Zamora,775365
2018-08-28,2607,Gabriel Zamora,778705
2018-08-29,2577,Gabriel Zamora,781312
2018-08-30,3170,Gabriel Zamora,783889
2018-08-31,2908,Gabriel Zamora,787059
2018-09-01,2522,Gabriel Zamora,789967
2018-09-02,2259,Gabriel Zamora,792489
2018-09-03,1640,Gabriel Zamora,794748
2018-09-04,1131,Gabriel Zamora,796388
2018-09-05,1437,Gabriel Zamora,797519
2018-09-06,1305,Gabriel Zamora,798956
2018-09-07,888,Gabriel Zamora,800261
2018-09-08,807,Gabriel Zamora,801149
2018-09-09,552,Gabriel Zamora,801956
2018-09-10,484,Gabriel Zamora,802508
2018-09-11,373,Gabriel Zamora,802992
2018-09-12,373,Gabriel Zamora,803365
2018-09-13,314,Gabriel Zamora,803738
2018-09-14,374,Gabriel Zamora,804052
2018-09-15,301,Gabriel Zamora,804426
2018-09-16,201,Gabriel Zamora,804727
2018-09-17,169,Gabriel Zamora,804928
2018-09-18,205,Gabriel Zamora,805097
2018-09-19,275,Gabriel Zamora,805302
2018-09-20,705,Gabriel Zamora,805577
2018-09-21,762,Gabriel Zamora,806282
2018-07-23,5963,Manny Mua,5267718
2018-07-24,5678,Manny Mua,5273681
2018-07-25,4108,Manny Mua,5279359
2018-07-26,3753,Manny Mua,5283467
2018-07-27,3828,Manny Mua,5287220
2018-07-28,4130,Manny Mua,5291048
2018-07-29,4890,Manny Mua,5295178
2018-07-30,4471,Manny Mua,5300068
2018-07-31,4120,Manny Mua,5304539
2018-08-01,4947,Manny Mua,5308659
2018-08-02,4754,Manny Mua,5313606
2018-08-03,3863,Manny Mua,5318360
2018-08-04,3166,Manny Mua,5322223
2018-08-05,4319,Manny Mua,5325389
2018-08-06,5036,Manny Mua,5329708
2018-08-07,5115,Manny Mua,5334744
2018-08-08,1946,Manny Mua,5339859
2018-08-09,1913,Manny Mua,5341805
2018-08-10,3245,Manny Mua,5343718
2018-08-11,-929,Manny Mua,5346963
2018-08-12,-10336,Manny Mua,5346034
2018-08-13,-12353,Manny Mua,5335698
2018-08-14,-6232,Manny Mua,5323345
2018-08-15,-3423,Manny Mua,5317113
2018-08-16,-2076,Manny Mua,5313690
2018-08-17,-3867,Manny Mua,5311614
2018-08-18,-16207,Manny Mua,5307747
2018-08-19,-18117,Manny Mua,5291540
2018-08-20,-7801,Manny Mua,5273423
2018-08-21,-108687,Manny Mua,5265622
2018-08-22,-81088,Manny Mua,5156935
2018-08-23,-32575,Manny Mua,5075847
2018-08-24,-14229,Manny Mua,5043272
2018-08-25,-9160,Manny Mua,5029043
2018-08-26,-5674,Manny Mua,5019883
2018-08-27,-3727,Manny Mua,5014209
2018-08-28,-4613,Manny Mua,5010482
2018-08-29,-4865,Manny Mua,5005869
2018-08-30,-4213,Manny Mua,5001004
2018-08-31,-2668,Manny Mua,4996791
2018-09-01,-2028,Manny Mua,4994123
2018-09-02,-1664,Manny Mua,4992095
2018-09-03,-1060,Manny Mua,4990431
2018-09-04,-931,Manny Mua,4989371
2018-09-05,-722,Manny Mua,4988440
2018-09-06,-409,Manny Mua,4987718
2018-09-07,-453,Manny Mua,4987309
2018-09-08,-611,Manny Mua,4986856
2018-09-09,-466,Manny Mua,4986245
2018-09-10,-542,Manny Mua,4985779
2018-09-11,-326,Manny Mua,4985237
2018-09-12,-398,Manny Mua,4984911
2018-09-13,-112,Manny Mua,4984513
2018-09-14,-596,Manny Mua,4984401
2018-09-15,-603,Manny Mua,4983805
2018-09-16,-282,Manny Mua,4983202
2018-09-17,-185,Manny Mua,4982920
2018-09-18,-1464,Manny Mua,4982735
2018-09-19,-498,Manny Mua,4981271
2018-09-20,-3459,Manny Mua,4980773
2018-09-21,40,Manny Mua,4977314
2018-09-22,-245,Manny Mua,4977354
2018-09-23,-218,Manny Mua,4977109
2018-09-08,-42,Philip DeFranco,1283213
2018-09-09,-86,Philip DeFranco,1283171
2018-09-10,29,Philip DeFranco,1283085
2018-09-11,-74,Philip DeFranco,1283114
2018-09-12,-49,Philip DeFranco,1283040
2018-09-13,-272,Philip DeFranco,1282991
2018-09-14,-141,Philip DeFranco,1282719
2018-09-15,-44,Philip DeFranco,1282578
2018-09-16,222,Philip DeFranco,1282534
2018-09-17,250,Philip DeFranco,1282756
2018-09-18,99,Philip DeFranco,1283006
2018-09-19,80,Philip DeFranco,1283105
2018-09-20,33,Philip DeFranco,1283185
2018-09-21,19,Philip DeFranco,1283218
2018-09-22,30,Philip DeFranco,1283237
2018-09-23,230,Philip DeFranco,1283267
2018-09-24,248,Philip DeFranco,1283497
2018-09-25,43,Philip DeFranco,1283745
2018-09-26,63,Philip DeFranco,1283788
2018-09-27,1,Philip DeFranco,1283851
2018-09-28,-7,Philip DeFranco,1283852
2018-09-29,-8,Philip DeFranco,1283845
2018-09-30,-58,Philip DeFranco,1283837
2018-10-01,44,Philip DeFranco,1283779
2018-10-02,-87,Philip DeFranco,1283823
2018-10-03,-58,Philip DeFranco,1283736
2018-10-04,-101,Philip DeFranco,1283678
2018-10-05,-137,Philip DeFranco,1283577
2018-10-06,-101,Philip DeFranco,1283440
2018-10-07,-153,Philip DeFranco,1283339
2018-10-08,-121,Philip DeFranco,1283186
2018-10-09,-320,Philip DeFranco,1283065
2018-10-10,-126,Philip DeFranco,1282745
2018-10-11,-286,Philip DeFranco,1282619
2018-10-12,-214,Philip DeFranco,1282333
2018-10-13,-138,Philip DeFranco,1282119
2018-10-14,-267,Philip DeFranco,1281981
2018-10-15,-61,Philip DeFranco,1281714
2018-10-16,-350,Philip DeFranco,1281653
2018-10-17,-1326,Philip DeFranco,1281303
2018-10-18,-578,Philip DeFranco,1279977
2018-10-19,-301,Philip DeFranco,1279399
2018-10-20,-135,Philip DeFranco,1279098
2018-10-21,-322,Philip DeFranco,1278963
2018-10-22,-100,Philip DeFranco,1278641
2018-10-23,-298,Philip DeFranco,1278541
2018-10-24,-153,Philip DeFranco,1278243
2018-10-25,-185,Philip DeFranco,1278090
2018-10-26,-47,Philip DeFranco,1277905
2018-10-27,177,Philip DeFranco,1277858
2018-10-28,376,Philip DeFranco,1278035
2018-10-29,26,Philip DeFranco,1278411
2018-10-30,-1,Philip DeFranco,1278437
2018-10-31,-50,Philip DeFranco,1278436
2018-11-01,-11,Philip DeFranco,1278386
2018-11-02,-27,Philip DeFranco,1278375
2018-11-03,-7,Philip DeFranco,1278348
2018-11-04,-187,Philip DeFranco,1278341
2018-11-05,96,Philip DeFranco,1278154
2018-11-06,-6,Philip DeFranco,1278250
2018-11-07,-28,Philip DeFranco,1278244
2018-11-08,-47,Philip DeFranco,1278216
2019-01-06,509,Brittany Dawn Fitness,296525
2019-01-07,502,Brittany Dawn Fitness,297034
2019-01-08,635,Brittany Dawn Fitness,297536
2019-01-09,372,Brittany Dawn Fitness,298171
2019-01-10,195,Brittany Dawn Fitness,298543
2019-01-11,387,Brittany Dawn Fitness,298738
2019-01-12,324,Brittany Dawn Fitness,299125
2019-01-13,321,Brittany Dawn Fitness,299449
2019-01-14,286,Brittany Dawn Fitness,299770
2019-01-15,398,Brittany Dawn Fitness,300056
2019-01-16,359,Brittany Dawn Fitness,300454
2019-01-17,246,Brittany Dawn Fitness,300813
2019-01-18,292,Brittany Dawn Fitness,301059
2019-01-19,239,Brittany Dawn Fitness,301351
2019-01-20,300,Brittany Dawn Fitness,301590
2019-01-21,373,Brittany Dawn Fitness,301890
2019-01-22,291,Brittany Dawn Fitness,302263
2019-01-23,273,Brittany Dawn Fitness,302554
2019-01-24,318,Brittany Dawn Fitness,302827
2019-01-25,235,Brittany Dawn Fitness,303145
2019-01-26,272,Brittany Dawn Fitness,303380
2019-01-27,304,Brittany Dawn Fitness,303652
2019-01-28,280,Brittany Dawn Fitness,303956
2019-01-29,235,Brittany Dawn Fitness,304236
2019-01-30,389,Brittany Dawn Fitness,304471
2019-01-31,379,Brittany Dawn Fitness,304860
2019-02-01,327,Brittany Dawn Fitness,305239
2019-02-02,380,Brittany Dawn Fitness,305566
2019-02-03,415,Brittany Dawn Fitness,305946
2019-02-04,493,Brittany Dawn Fitness,306361
2019-02-05,-1813,Brittany Dawn Fitness,306854
2019-02-06,-8043,Brittany Dawn Fitness,305041
2019-02-07,-2955,Brittany Dawn Fitness,296998
2019-02-08,-1754,Brittany Dawn Fitness,294043
2019-02-09,-1169,Brittany Dawn Fitness,292289
2019-02-10,-878,Brittany Dawn Fitness,291120
2019-02-11,-923,Brittany Dawn Fitness,290242
2019-02-12,-965,Brittany Dawn Fitness,289319
2019-02-13,-723,Brittany Dawn Fitness,288354
2019-02-14,-519,Brittany Dawn Fitness,287631
2019-02-15,-520,Brittany Dawn Fitness,287112
2019-02-16,-437,Brittany Dawn Fitness,286592
2019-02-17,-265,Brittany Dawn Fitness,286155
2019-02-18,-176,Brittany Dawn Fitness,285890
2019-02-19,-121,Brittany Dawn Fitness,285714
2019-02-20,-96,Brittany Dawn Fitness,285593
2019-02-21,-143,Brittany Dawn Fitness,285497
2019-02-22,-98,Brittany Dawn Fitness,285354
2019-02-23,-840,Brittany Dawn Fitness,285256
2019-02-24,-1363,Brittany Dawn Fitness,284416
2019-02-25,-333,Brittany Dawn Fitness,283053
2019-02-26,-161,Brittany Dawn Fitness,282720
2019-02-27,-26,Brittany Dawn Fitness,282559
2019-02-28,-12,Brittany Dawn Fitness,282533
2019-03-01,-9,Brittany Dawn Fitness,282521
2019-03-02,-39,Brittany Dawn Fitness,282512
2019-03-03,-44,Brittany Dawn Fitness,282473
2019-03-04,26,Brittany Dawn Fitness,282429
2019-03-05,38,Brittany Dawn Fitness,282455
2019-03-06,-1068,Brittany Dawn Fitness,282493
2019-02-15,1161,Rawvana,1982996
2019-02-16,1507,Rawvana,1984157
2019-02-17,1562,Rawvana,1985664
2019-02-18,1614,Rawvana,1987226
2019-02-19,1735,Rawvana,1988840
2019-02-20,1621,Rawvana,1990575
2019-02-21,1007,Rawvana,1992196
2019-02-22,1282,Rawvana,1993203
2019-02-23,1586,Rawvana,1994485
2019-02-24,1504,Rawvana,1996071
2019-02-25,1309,Rawvana,1997575
2019-02-26,1366,Rawvana,1998884
2019-02-27,1415,Rawvana,2000250
2019-02-28,1275,Rawvana,2001665
2019-03-01,1300,Rawvana,2002940
2019-03-02,1277,Rawvana,2004240
2019-03-03,1389,Rawvana,2005517
2019-03-04,1328,Rawvana,2006906
2019-03-05,805,Rawvana,2008234
2019-03-06,2211,Rawvana,2009039
2019-03-07,1201,Rawvana,2011250
2019-03-08,1299,Rawvana,2012451
2019-03-09,1423,Rawvana,2013750
2019-03-10,1568,Rawvana,2015173
2019-03-11,1746,Rawvana,2016741
2019-03-12,1506,Rawvana,2018487
2019-03-13,774,Rawvana,2019993
2019-03-14,438,Rawvana,2020767
2019-03-15,-18529,Rawvana,2021205
2019-03-16,-12216,Rawvana,2002676
2019-03-17,-6416,Rawvana,1990460
2019-03-18,-4277,Rawvana,1984044
2019-03-19,-2672,Rawvana,1979767
2019-03-20,-1468,Rawvana,1977095
2019-03-21,-1089,Rawvana,1975627
2019-03-22,-996,Rawvana,1974538
2019-03-23,-791,Rawvana,1973542
2019-03-24,-785,Rawvana,1972751
2019-03-25,-377,Rawvana,1971966
2019-03-26,-219,Rawvana,1971589
2019-03-27,-90,Rawvana,1971370
2019-03-28,-86,Rawvana,1971280
2019-03-29,-14,Rawvana,1971194
2019-03-30,358,Rawvana,1971180
2019-03-31,324,Rawvana,1971538
2019-04-01,225,Rawvana,1971862
2019-04-02,408,Rawvana,1972087
2019-04-03,-3786,Rawvana,1972495
2019-04-04,-2039,Rawvana,1968709
2019-04-05,-234,Rawvana,1966670
2019-04-06,-683,Rawvana,1966436
2019-04-07,-2242,Rawvana,1965753
2019-04-08,-1703,Rawvana,1963511
2019-04-09,11,Rawvana,1961808
2019-04-10,47,Rawvana,1961819
2019-04-11,106,Rawvana,1961866
2019-04-12,133,Rawvana,1961972
2019-04-13,202,Rawvana,1962105
2019-04-14,190,Rawvana,1962307
2019-04-15,287,Rawvana,1962497
2019-03-03,8226,The LaBrant Fam,8607142
2019-03-04,6003,The LaBrant Fam,8615368
2019-03-05,2282,The LaBrant Fam,8621371
2019-03-06,7879,The LaBrant Fam,8623653
2019-03-07,5908,The LaBrant Fam,8631532
2019-03-08,8076,The LaBrant Fam,8637440
2019-03-09,7226,The LaBrant Fam,8645516
2019-03-10,5402,The LaBrant Fam,8652742
2019-03-11,5358,The LaBrant Fam,8658144
2019-03-12,4424,The LaBrant Fam,8663502
2019-03-13,6323,The LaBrant Fam,8667926
2019-03-14,4684,The LaBrant Fam,8674249
2019-03-15,5881,The LaBrant Fam,8678933
2019-03-16,6520,The LaBrant Fam,8684814
2019-03-17,6707,The LaBrant Fam,8691334
2019-03-18,7963,The LaBrant Fam,8698041
2019-03-19,7406,The LaBrant Fam,8706004
2019-03-20,7852,The LaBrant Fam,8713410
2019-03-21,6188,The LaBrant Fam,8721262
2019-03-22,7617,The LaBrant Fam,8727450
2019-03-23,7370,The LaBrant Fam,8735067
2019-03-24,5473,The LaBrant Fam,8742437
2019-03-25,4736,The LaBrant Fam,8747910
2019-03-26,7798,The LaBrant Fam,8752646
2019-03-27,8721,The LaBrant Fam,8760444
2019-03-28,3361,The LaBrant Fam,8769165
2019-03-29,5410,The LaBrant Fam,8772526
2019-03-30,5178,The LaBrant Fam,8777936
2019-03-31,4360,The LaBrant Fam,8783114
2019-04-01,3501,The LaBrant Fam,8787474
2019-04-02,3891,The LaBrant Fam,8790975
2019-04-03,4983,The LaBrant Fam,8794866
2019-04-04,3997,The LaBrant Fam,8799849
2019-04-05,3463,The LaBrant Fam,8803846
2019-04-06,4389,The LaBrant Fam,8807309
2019-04-07,3503,The LaBrant Fam,8811698
2019-04-08,3509,The LaBrant Fam,8815201
2019-04-09,2062,The LaBrant Fam,8818710
2019-04-10,4419,The LaBrant Fam,8820772
2019-04-11,3290,The LaBrant Fam,8825191
2019-04-12,3619,The LaBrant Fam,8828481
2019-04-13,2588,The LaBrant Fam,8832100
2019-04-14,1461,The LaBrant Fam,8834688
2019-04-15,1682,The LaBrant Fam,8836149
2019-04-16,4853,The LaBrant Fam,8837831
2019-04-17,7673,The LaBrant Fam,8842684
2019-04-18,6471,The LaBrant Fam,8850357
2019-04-19,5063,The LaBrant Fam,8856828
2019-04-20,4596,The LaBrant Fam,8861891
2019-04-21,4072,The LaBrant Fam,8866487
2019-04-22,4616,The LaBrant Fam,8870559
